GO:0000304	Fyn
GO:0002250	Cd24a
GO:0002250	Cd274
GO:0002250	Cd3d
GO:0002250	Cd3e
GO:0002250	Cd3g
GO:0002250	Cd4
GO:0002250	Cd40
GO:0002250	Cd44
GO:0002250	Cd46
GO:0002250	Cd48
GO:0002250	Cd55
GO:0002250	Cd55b
GO:0002250	Cd7
GO:0002250	Cd70
GO:0002250	Cd74
GO:0002250	Cd79a
GO:0002250	Cd79b
GO:0002250	Cd81
GO:0002250	Cd84
GO:0002250	Cd86
GO:0002250	Cd8a
GO:0002250	Cd8b1
GO:0002250	Cdh17
GO:0002250	Cfh
GO:0002250	Cfi
GO:0002250	Clec4a2
GO:0002250	Clec4d
GO:0002250	Clec4g
GO:0002250	Clec4n
GO:0002250	Cr1l
GO:0002250	Cr2
GO:0002250	Cracr2a
GO:0002250	Crlf2
GO:0002250	Crp
GO:0002250	Crtam
GO:0002250	Csf2rb
GO:0002250	Csf2rb2
GO:0002250	Csf3r
GO:0002250	Csk
GO:0002250	Ctla4
GO:0002250	Ctnnbl1
GO:0002250	Cx3cr1
GO:0002250	Dbnl
GO:0002250	Dclre1c
GO:0002250	Dpp4
GO:0002250	Dusp10
GO:0002250	Dusp22
GO:0002250	Ebag9
GO:0002250	Eif2ak4
GO:0002250	Enpp1
GO:0002250	Eomes
GO:0002250	Ephb2
GO:0002250	Ephb6
GO:0002250	Erap1
GO:0002250	Exo1
GO:0002250	Fadd
GO:0002250	Fas
GO:0002250	Fbxo38
GO:0002250	Fcamr
GO:0002250	Fcer1g
GO:0002250	Fcer2a
GO:0002250	Fcgr2b
GO:0002250	Fga
GO:0002250	Fgb
GO:0002250	Fgg
GO:0002250	Fgl1
GO:0002250	Fgl2
GO:0002250	Foxj1
GO:0002250	Foxp3
GO:0002250	Fyn
GO:0002250	Gapt
GO:0002250	Gimap3
GO:0002250	Gimap5
GO:0002250	Gm13271
GO:0002250	Gm13272
GO:0002250	Gm13275
GO:0002250	Gm13276
GO:0002250	Gm13277
GO:0002250	Gm13283
GO:0002250	Gpr183
GO:0002250	H2-Aa
GO:0002250	H2-Ab1
GO:0002250	H2-DMa
GO:0002250	H2-DMb1
GO:0002250	H2-DMb2
GO:0002250	H2-Ea
GO:0002250	H2-Eb1
GO:0002250	H2-Eb2
GO:0002250	H2-Oa
GO:0002250	H2-Ob
GO:0002250	Havcr2
GO:0002250	Hc
GO:0002250	Hmgb1
GO:0002250	Hpx
GO:0002250	Hras
GO:0002250	Hspd1
GO:0002250	Icosl
GO:0002250	Ifna
GO:0002250	Ifna1
GO:0002250	Ifna11
GO:0002250	Ifna12
GO:0002250	Ifna13
GO:0002250	Ifna14
GO:0002250	Ifna15
GO:0002250	Ifna16
GO:0002250	Ifna2
GO:0002250	Ifna4
GO:0002250	Ifna5
GO:0002250	Ifna6
GO:0002250	Ifna7
GO:0002250	Ifna9
GO:0002250	Ifnab
GO:0002250	Ifnb1
GO:0002250	Ifne
GO:0002250	Ifng
GO:0002250	Ifnk
GO:0002250	Ifnz
GO:0002250	Igh-7
GO:0002250	Igh-8
GO:0002250	Igha
GO:0002250	Ighd
GO:0002250	Ighg1
GO:0002250	Ighg2a
GO:0002250	Ighg2b
GO:0002250	Ighg2c
GO:0002250	Ighm
GO:0002250	Ighv1-61
GO:0002250	Ighv1-62-3
GO:0002250	Ighv1-72
GO:0002250	Igkv12-41
GO:0002250	Igkv2-112
GO:0002250	Igkv4-55
GO:0002250	Igkv5-48
GO:0002250	Igkv7-33
GO:0002250	Igkv9-129
GO:0002250	Iglc4
GO:0002250	Iglv2
GO:0002250	Il12b
GO:0002250	Il12rb1
GO:0002250	Il13ra2
GO:0002250	Il17a
GO:0002250	Il17f
GO:0002250	Il17ra
GO:0002250	Il18
GO:0002250	Il18bp
GO:0002250	Il1rl1
GO:0002250	Il2
GO:0002250	Il21r
GO:0002250	Il23a
GO:0002250	Il23r
GO:0002250	Il27ra
GO:0002250	Il2rb
GO:0002250	Il33
GO:0002250	Il4i1
GO:0002250	Il4i1b
GO:0002250	Il4ra
GO:0002250	Il9
GO:0002250	Il9r
GO:0002250	Inpp5d
GO:0002250	Irf1
GO:0002250	Irf7
GO:0002250	Itk
GO:0002250	Jag1
GO:0002250	Jak2
GO:0002250	Jak3
GO:0002250	Jam3
GO:0002250	Jchain
GO:0002250	Klrd1
GO:0002250	Klrk1
GO:0002250	Lag3
GO:0002250	Lamp3
GO:0002250	Lat
GO:0002250	Lat2
GO:0002250	Lax1
GO:0002250	Lgals9
GO:0002250	Lime1
GO:0002250	Lta
GO:0002250	Ly9
GO:0002250	Lyn
GO:0002250	Lyst
GO:0002250	Mad2l2
GO:0002250	Marchf8
GO:0002250	Masp2
GO:0002250	Mbl1
GO:0002250	Mbl2
GO:0002250	Mcoln1
GO:0002250	Mcoln2
GO:0002250	Mfsd6
GO:0002250	Mif
GO:0002250	Mir301
GO:0002250	Mlh1
GO:0002250	Mpl
GO:0002250	Msh2
GO:0002250	Myd88
GO:0002250	Myo1g
GO:0002250	Nectin2
GO:0002250	Nedd4
GO:0002250	Nfkbiz
GO:0002250	Nlrp10
GO:0002250	Nod2
GO:0002250	Notch1
GO:0002250	Orai1
GO:0002250	Otub1
GO:0002250	Otud5
GO:0002250	Otud7b
GO:0002250	P01915
GO:0002250	P04224
GO:0002250	P06344
GO:0002250	P20040
GO:0002250	Pag1
GO:0002250	Pdcd1
GO:0002250	Pdcd1lg2
GO:0002250	Phb
GO:0002250	Pik3cd
GO:0002250	Pirb
GO:0002250	Pla2g4a
GO:0002250	Pou2f2
GO:0002250	Prdm1
GO:0002250	Prkcb
GO:0002250	Prkcd
GO:0002250	Prkcq
GO:0002250	Prkd2
GO:0002250	Prr7
GO:0002250	Ptk2b
GO:0002250	Ptpn6
GO:0002250	Ptprc
GO:0002250	Pycard
GO:0002250	Rag1
GO:0002250	Relb
GO:0002250	Ripk2
GO:0002250	Ripk3
GO:0002250	Rnf125
GO:0002250	Rnf19b
GO:0002250	Samsn1
GO:0002250	Sash3
GO:0002250	Sema4a
GO:0002250	Serpina3g
GO:0002250	Serping1
GO:0002250	Sh2d1a
GO:0002250	Sh2d1b1
GO:0002250	Sh2d1b2
GO:0002250	Shld1
GO:0002250	Shld2
GO:0002250	Shld3
GO:0002250	Siglecg
GO:0002250	Sirt1
GO:0002250	Sit1
GO:0002250	Skap1
GO:0002250	Sla2
GO:0002250	Slamf1
GO:0002250	Slamf6
GO:0002250	Slamf7
GO:0002250	Slc11a1
GO:0002250	Slfn1
GO:0002250	Slfn2
GO:0002250	Smad7
GO:0002250	Stat3
GO:0002250	Syk
GO:0002250	Tap1
GO:0002250	Tap2
GO:0002250	Tarm1
GO:0002250	Tcirg1
GO:0002250	Tec
GO:0002250	Tfe3
GO:0002250	Tfeb
GO:0002250	Tgfb1
GO:0002250	Themis
GO:0002250	Tnf
GO:0002250	Tnfrsf11a
GO:0002250	Tnfrsf13b
GO:0002250	Tnfrsf13c
GO:0002250	Tnfrsf14
GO:0002250	Tnfrsf17
GO:0002250	Tnfrsf21
GO:0002250	Tnfsf13
GO:0002250	Tnfsf18
GO:0002250	Tnfsf4
GO:0002250	Trac
GO:0002250	Traf3ip2
GO:0002250	Traf6
GO:0002250	Trat1
GO:0002250	Trem1
GO:0002250	Trex1
GO:0002250	Trgv1
GO:0002250	Trim27
GO:0002250	Trpm4
GO:0002250	Tsc1
GO:0002250	Txk
GO:0002250	Tyk2
GO:0002250	Unc93b1
GO:0002250	Vegfa
GO:0002250	Vtcn1
GO:0002250	Zap70
GO:0002250	Zbtb1
GO:0002250	Zfp683
GO:0002250	Zp3
GO:0002250	Zp3r
GO:0002251	Apoa4
GO:0002251	AY761185
GO:0002251	Bpifb1
GO:0002251	Camp
GO:0002251	Cd160
GO:0002251	Cfh
GO:0002251	Defa1
GO:0002251	Defa10
GO:0002251	Defa11
GO:0002251	Defa13
GO:0002251	Defa14
GO:0002251	Defa15
GO:0002251	Defa16
GO:0002251	Defa17
GO:0002251	Defa2
GO:0002251	Defa20
GO:0002251	Defa21
GO:0002251	Defa22
GO:0002251	Defa23
GO:0002251	Defa24
GO:0002251	Defa25
GO:0002251	Defa26
GO:0002251	Defa27
GO:0002251	Defa28
GO:0002251	Defa29
GO:0002251	Defa3
GO:0002251	Defa30
GO:0002251	Defa31
GO:0002251	Defa34
GO:0002251	Defa35
GO:0002251	Defa37
GO:0002251	Defa38
GO:0002251	Defa39
GO:0002251	Defa4
GO:0002251	Defa40
GO:0002251	Defa41
GO:0002251	Defa42
GO:0002251	Defa5
GO:0002251	Defa6
GO:0002251	Defa7
GO:0002251	Defa8
GO:0002251	Defa9
GO:0002251	Defa-rs10
GO:0002251	Defa-rs12
GO:0002251	Defa-rs2
GO:0002251	Defb1
GO:0002251	Defb10
GO:0002251	Defb11
GO:0002251	Defb2
GO:0002251	Defb37
GO:0002251	Defb38
GO:0002251	Defb39
GO:0002251	Defb40
GO:0002251	Defb9
GO:0002251	Ear1
GO:0002251	Ear10
GO:0002251	Ear14
GO:0002251	Ear2
GO:0002251	Ear3
GO:0002251	Ear4
GO:0002251	Ear6
GO:0002251	Fau
GO:0002251	Ffar2
GO:0002251	Ffar3
GO:0002251	H2bc12
GO:0002251	H2bc21
GO:0002251	Ifnl2
GO:0002251	Ifnlr1
GO:0002251	Igha
GO:0002251	Il4
GO:0002251	Il6
GO:0002251	Ltf
GO:0002251	Nod2
GO:0002251	Otud7b
GO:0002251	Pigr
GO:0002251	Pla2g1b
GO:0002251	Rab17
GO:0002251	Rnase2a
GO:0002251	Rnase2b
GO:0002251	Rpl39
GO:0002251	Trex1
GO:0002251	Umod
GO:0002253	Aim2
GO:0002253	Bag6
GO:0002253	C1qa
GO:0002253	C1qb
GO:0002253	C1qbp
GO:0002253	C1qc
GO:0002253	C1ra
GO:0002253	C1rb
GO:0002253	C1rl
GO:0002253	C1s1
GO:0002253	C1s2
GO:0002253	C2
GO:0002253	C3
GO:0002253	C3ar1
GO:0002253	C4a
GO:0002253	C4b
GO:0002253	C4bp
GO:0002253	C5ar1
GO:0002253	C5ar2
GO:0002253	C6
GO:0002253	C7
GO:0002253	C8a
GO:0002253	C8b
GO:0002253	C8g
GO:0002253	C9
GO:0002253	Casp6
GO:0002253	Cd55
GO:0002253	Cd55b
GO:0002253	Cfb
GO:0002253	Cfd
GO:0002253	Cfh
GO:0002253	Cfhr1
GO:0002253	Cfhr2
GO:0002253	Cfhr4
GO:0002253	Cfi
GO:0002253	Cfp
GO:0002253	Cgas
GO:0002253	Cmklr1
GO:0002253	Colec10
GO:0002253	Colec11
GO:0002253	Cr1l
GO:0002253	Cr2
GO:0002253	Crp
GO:0002253	Fcer1g
GO:0002253	Fcnb
GO:0002253	Fpr1
GO:0002253	Fpr2
GO:0002253	Fpr3
GO:0002253	Fpr-rs3
GO:0002253	Fpr-rs4
GO:0002253	Fpr-rs6
GO:0002253	Fpr-rs7
GO:0002253	Gpld1
GO:0002253	Gpr33
GO:0002253	Hc
GO:0002253	Hexim1
GO:0002253	Hmgb1
GO:0002253	Hsp90aa1
GO:0002253	Ifi202a
GO:0002253	Ifi203
GO:0002253	Ifi204
GO:0002253	Ifi205
GO:0002253	Ifi206
GO:0002253	Ifi207
GO:0002253	Ifi208
GO:0002253	Ifi209
GO:0002253	Ifi211
GO:0002253	Ifi213
GO:0002253	Ifi214
GO:0002253	Igh-8
GO:0002253	Ighg1
GO:0002253	Ighg2a
GO:0002253	Ighg2b
GO:0002253	Krt1
GO:0002253	Lyn
GO:0002253	Masp1
GO:0002253	Masp2
GO:0002253	Matr3
GO:0002253	Mavs
GO:0002253	Mbl1
GO:0002253	Mbl2
GO:0002253	Mndal
GO:0002253	Nlrc4
GO:0002253	Nod2
GO:0002253	Nono
GO:0002253	Pqbp1
GO:0002253	Prkdc
GO:0002253	Pspc1
GO:0002253	Pycard
GO:0002253	Rgcc
GO:0002253	Serping1
GO:0002253	Sfpq
GO:0002253	Sin3a
GO:0002253	Sting1
GO:0002253	Tbk1
GO:0002253	Tlr4
GO:0002253	Tlr9
GO:0002253	Tomm70a
GO:0002253	Trex1
GO:0002253	Trim12a
GO:0002253	Trim12c
GO:0002253	Trim30a
GO:0002253	Trim30b
GO:0002253	Trim30c
GO:0002253	Trim30d
GO:0002253	Trim5
GO:0002253	Xrcc5
GO:0002253	Xrcc6
GO:0002253	Zbp1
GO:0002253	Zc3h12a
GO:0002253	Zcchc3
GO:0002253	Znfx1
GO:0002260	Abl1
GO:0002260	Ada
GO:0002260	Ahr
GO:0002260	Akt1
GO:0002260	Bak1
GO:0002260	Bax
GO:0002260	Bcl2
GO:0002260	Bcl2a1a
GO:0002260	Bcl2l11
GO:0002260	Caml
GO:0002260	Casp3
GO:0002260	Ccnb2
GO:0002260	Cd24a
GO:0002260	Chst3
GO:0002260	Coro1a
GO:0002260	Dnaja3
GO:0002260	Dock10
GO:0002260	Dock11
GO:0002260	Enpp1
GO:0002260	Fadd
GO:0002260	Fas
GO:0002260	Foxn1
GO:0002260	Foxp3
GO:0002260	Gapt
GO:0002260	Gimap3
GO:0002260	Gimap5
GO:0002260	Gpam
GO:0002260	Gpr15lg
GO:0002260	Gpr174
GO:0002260	Hif1a
GO:0002260	Ikbkb
GO:0002260	Ikbkg
GO:0002260	Il2
GO:0002260	Il20rb
GO:0002260	Il2ra
GO:0002260	Il7r
GO:0002260	Jak3
GO:0002260	Lat
GO:0002260	Lgals2
GO:0002260	Lmo1
GO:0002260	Lyn
GO:0002260	Mef2c
GO:0002260	Nckap1l
GO:0002260	P2rx7
GO:0002260	Pik3cd
GO:0002260	Pirb
GO:0002260	Pkn1
GO:0002260	Pmaip1
GO:0002260	Ppp2r3c
GO:0002260	Ppp3cb
GO:0002260	Prdx2
GO:0002260	Rag1
GO:0002260	Rc3h1
GO:0002260	Rc3h2
GO:0002260	Ripk3
GO:0002260	Rps6
GO:0002260	Sash3
GO:0002260	Sh2b2
GO:0002260	Sit1
GO:0002260	Siva1
GO:0002260	Skil
GO:0002260	Slc39a3
GO:0002260	Slc40a1
GO:0002260	Slc46a2
GO:0002260	Sos1
GO:0002260	Sos2
GO:0002260	Spns2
GO:0002260	Spta1
GO:0002260	Stat5a
GO:0002260	Stat5b
GO:0002260	Tcirg1
GO:0002260	Tgfb1
GO:0002260	Tgfb2
GO:0002260	Tnfaip3
GO:0002260	Tnfrsf13b
GO:0002260	Tnfrsf13c
GO:0002260	Tnfrsf17
GO:0002260	Tnfrsf23
GO:0002260	Tnfrsf4
GO:0002260	Tnfsf13b
GO:0002260	Tnfsf4
GO:0002260	Traf3ip2
GO:0002260	Tsc22d3
GO:0002260	Vpreb1a
GO:0002260	Vpreb1b
GO:0002260	Zc3h8
GO:0002263	6030468B19Rik
GO:0002263	Abl1
GO:0002263	Apbb1ip
GO:0002263	App
GO:0002263	Cd180
GO:0002263	Cd19
GO:0002263	Cd244a
GO:0002263	Cd300a
GO:0002263	Cd74
GO:0002263	Clec4d
GO:0002263	Clec4e
GO:0002263	Dnase1
GO:0002263	Dnase1l3
GO:0002263	Dock2
GO:0002263	Dysf
GO:0002263	Eif2ak4
GO:0002263	Enpp3
GO:0002263	Eomes
GO:0002263	F2rl1
GO:0002263	Fcer1g
GO:0002263	Fer
GO:0002263	Fer1l5
GO:0002263	Fgl2
GO:0002263	Gapt
GO:0002263	Gbf1
GO:0002263	Gm13271
GO:0002263	Gm13272
GO:0002263	Gm13275
GO:0002263	Gm13276
GO:0002263	Gm13277
GO:0002263	Gm13283
GO:0002263	Gpr183
GO:0002263	Grn
GO:0002263	H2-M3
GO:0002263	Havcr2
GO:0002263	Hmgb1
GO:0002263	Icam1
GO:0002263	Ifi35
GO:0002263	Ifna1
GO:0002263	Ifna11
GO:0002263	Ifna12
GO:0002263	Ifna13
GO:0002263	Ifna14
GO:0002263	Ifna15
GO:0002263	Ifna16
GO:0002263	Ifna2
GO:0002263	Ifna4
GO:0002263	Ifna5
GO:0002263	Ifna6
GO:0002263	Ifna7
GO:0002263	Ifna9
GO:0002263	Ifnab
GO:0002263	Ifnb1
GO:0002263	Ifne
GO:0002263	Ifng
GO:0002263	Ifnk
GO:0002263	Ifnz
GO:0002263	Il12b
GO:0002263	Il2
GO:0002263	Il33
GO:0002263	Itgal
GO:0002263	Kars
GO:0002263	Lbp
GO:0002263	Lcp1
GO:0002263	Lilrb4a
GO:0002263	Lrp1
GO:0002263	Mdk
GO:0002263	Myd88
GO:0002263	Nfkbiz
GO:0002263	Nmi
GO:0002263	Pglyrp1
GO:0002263	Pglyrp2
GO:0002263	Pglyrp3
GO:0002263	Pglyrp4
GO:0002263	Plcg2
GO:0002263	Plcl2
GO:0002263	Prkce
GO:0002263	Psen1
GO:0002263	Psen2
GO:0002263	Ptpn6
GO:0002263	Pycard
GO:0002263	Rag2
GO:0002263	Rps6
GO:0002263	Sbno2
GO:0002263	Scnn1b
GO:0002263	Sema4a
GO:0002263	Sh2d1b1
GO:0002263	Slamf1
GO:0002263	Slc11a1
GO:0002263	Slfn2
GO:0002263	Sphk2
GO:0002263	Sucnr1
GO:0002263	Syk
GO:0002263	Tcim
GO:0002263	Ticam1
GO:0002263	Tlr4
GO:0002263	Tnf
GO:0002263	Tnfsf18
GO:0002263	Trem2
GO:0002263	Trex1
GO:0002263	Trp53
GO:0002263	Tyrobp
GO:0002263	Zfp683
GO:0002264	Tcim
GO:0002265	App
GO:0002265	Grn
GO:0002265	Lrp1
GO:0002265	Psen1
GO:0002268	Bcl3
GO:0002268	Nfkb2
GO:0002269	Enpp1
GO:0002269	Grn
GO:0002269	Il33
GO:0002269	Myd88
GO:0002269	Scnn1b
GO:0002269	Traf3ip2
GO:0002269	Trem2
GO:0002269	Tyrobp
GO:0002270	Hmgb1
GO:0002270	Irf8
GO:0002270	Lag3
GO:0002270	Slamf9
GO:0002270	Zbtb46
GO:0002273	Irf8
GO:0002273	Slamf9
GO:0002273	Zbtb46
GO:0002274	Tyrobp
GO:0002276	Enpp3
GO:0002276	Kars
GO:0002276	Pi4k2a
GO:0002277	Dock2
GO:0002277	Pycard
GO:0002277	Slamf1
GO:0002280	Dysf
GO:0002280	Fer1l5
GO:0002281	Dysf
GO:0002281	Fer1l5
GO:0002281	Grn
GO:0002281	Havcr2
GO:0002281	Hmgb1
GO:0002281	Ifi35
GO:0002281	Ifnb1
GO:0002281	Ifng
GO:0002281	Il33
GO:0002281	Lbp
GO:0002281	Nmi
GO:0002281	Plcg2
GO:0002281	Prkce
GO:0002281	Sbno2
GO:0002281	Sucnr1
GO:0002281	Syk
GO:0002281	Ticam1
GO:0002281	Tnf
GO:0002281	Trem2
GO:0002281	Trex1
GO:0002281	Tyrobp
GO:0002282	Grn
GO:0002282	Il33
GO:0002282	Trem2
GO:0002282	Tyrobp
GO:0002283	Abr
GO:0002283	Anxa3
GO:0002283	Bcr
GO:0002283	Cd177
GO:0002283	Dnase1
GO:0002283	Dnase1l3
GO:0002283	Fcer1g
GO:0002283	Itgam
GO:0002283	Itgb2
GO:0002283	Itgb2l
GO:0002283	Lypd10
GO:0002283	Lypd11
GO:0002283	Myd88
GO:0002283	Myo1f
GO:0002283	Pikfyve
GO:0002283	Pram1
GO:0002283	Ptafr
GO:0002283	Scnn1b
GO:0002283	Spi1
GO:0002283	Stx11
GO:0002283	Syk
GO:0002283	Tyrobp
GO:0002283	Vamp7
GO:0002285	6030468B19Rik
GO:0002285	Abl1
GO:0002285	Ada
GO:0002285	Apbb1ip
GO:0002285	Bcl3
GO:0002285	Bcl6
GO:0002285	Cd180
GO:0002285	Cd19
GO:0002285	Cd244a
GO:0002285	Cd46
GO:0002285	Cd74
GO:0002285	Cd81
GO:0002285	Cdh17
GO:0002285	Clec4d
GO:0002285	Clec4e
GO:0002285	Dll1
GO:0002285	Dock10
GO:0002285	Dock11
GO:0002285	Eif2ak4
GO:0002285	Enpp1
GO:0002285	Eomes
GO:0002285	F2rl1
GO:0002285	Fcer1g
GO:0002285	Fgl2
GO:0002285	Gapt
GO:0002285	Gm13271
GO:0002285	Gm13272
GO:0002285	Gm13275
GO:0002285	Gm13276
GO:0002285	Gm13277
GO:0002285	Gm13283
GO:0002285	Gpr183
GO:0002285	H2-DMb1
GO:0002285	H2-DMb2
GO:0002285	H2-M3
GO:0002285	Havcr2
GO:0002285	Icam1
GO:0002285	Ifna1
GO:0002285	Ifna11
GO:0002285	Ifna12
GO:0002285	Ifna13
GO:0002285	Ifna14
GO:0002285	Ifna15
GO:0002285	Ifna16
GO:0002285	Ifna2
GO:0002285	Ifna4
GO:0002285	Ifna5
GO:0002285	Ifna6
GO:0002285	Ifna7
GO:0002285	Ifna9
GO:0002285	Ifnab
GO:0002285	Ifnb1
GO:0002285	Ifne
GO:0002285	Ifng
GO:0002285	Ifnk
GO:0002285	Ifnz
GO:0002285	Il12b
GO:0002285	Il21
GO:0002285	Il23a
GO:0002285	Il6
GO:0002285	Irf8
GO:0002285	Itfg2
GO:0002285	Itgal
GO:0002285	Itm2a
GO:0002285	Lcp1
GO:0002285	Lfng
GO:0002285	Lgals1
GO:0002285	Lgals3
GO:0002285	Lgals8
GO:0002285	Mdk
GO:0002285	Mfng
GO:0002285	Nckap1l
GO:0002285	Nfkbiz
GO:0002285	Nkx2-3
GO:0002285	Notch2
GO:0002285	Pck1
GO:0002285	Pglyrp1
GO:0002285	Pglyrp2
GO:0002285	Pglyrp3
GO:0002285	Pglyrp4
GO:0002285	Phf14
GO:0002285	Plcg2
GO:0002285	Plcl2
GO:0002285	Pou2af1
GO:0002285	Psen1
GO:0002285	Psen2
GO:0002285	Ptk2b
GO:0002285	Rab27a
GO:0002285	Rag2
GO:0002285	Rps6
GO:0002285	Sema4a
GO:0002285	Slc11a1
GO:0002285	Slfn2
GO:0002285	Spi1
GO:0002285	St3gal1
GO:0002285	Stx11
GO:0002285	Tlr4
GO:0002285	Tnfaip3
GO:0002285	Tnfsf18
GO:0002285	Tnfsf4
GO:0002285	Trp53
GO:0002285	Tsc1
GO:0002285	Zfp683
GO:0002286	Anxa1
GO:0002286	Apbb1ip
GO:0002286	Atp7a
GO:0002286	Batf
GO:0002286	Bcl3
GO:0002286	Bcl6
GO:0002286	Ccl19
GO:0002286	Ccl20
GO:0002286	Ccr2
GO:0002286	Ccr6
GO:0002286	Ccr7
GO:0002286	Cd46
GO:0002286	Cd74
GO:0002286	Cd81
GO:0002286	Clec4d
GO:0002286	Clec4e
GO:0002286	Cracr2a
GO:0002286	Eif2ak4
GO:0002286	Entpd7
GO:0002286	Eomes
GO:0002286	F2rl1
GO:0002286	Fcer1g
GO:0002286	Fgl2
GO:0002286	Foxp1
GO:0002286	Foxp3
GO:0002286	Gadd45g
GO:0002286	Gata3
GO:0002286	Gm13271
GO:0002286	Gm13272
GO:0002286	Gm13275
GO:0002286	Gm13276
GO:0002286	Gm13277
GO:0002286	Gm13283
GO:0002286	Gpr183
GO:0002286	H2-DMb1
GO:0002286	H2-DMb2
GO:0002286	H2-M3
GO:0002286	Havcr2
GO:0002286	Hlx
GO:0002286	Hmgb1
GO:0002286	Icam1
GO:0002286	Ifna1
GO:0002286	Ifna11
GO:0002286	Ifna12
GO:0002286	Ifna13
GO:0002286	Ifna14
GO:0002286	Ifna15
GO:0002286	Ifna16
GO:0002286	Ifna2
GO:0002286	Ifna4
GO:0002286	Ifna5
GO:0002286	Ifna6
GO:0002286	Ifna7
GO:0002286	Ifna9
GO:0002286	Ifnab
GO:0002286	Ifnb1
GO:0002286	Ifne
GO:0002286	Ifng
GO:0002286	Ifnk
GO:0002286	Ifnz
GO:0002286	Il12b
GO:0002286	Il18
GO:0002286	Il18r1
GO:0002286	Il2
GO:0002286	Il21
GO:0002286	Il23a
GO:0002286	Il27
GO:0002286	Il4
GO:0002286	Il4ra
GO:0002286	Il6
GO:0002286	Il6ra
GO:0002286	Irf1
GO:0002286	Irf4
GO:0002286	Itgal
GO:0002286	Jak3
GO:0002286	Kmt2a
GO:0002286	Lcp1
GO:0002286	Lef1
GO:0002286	Lgals3
GO:0002286	Loxl3
GO:0002286	Ly9
GO:0002286	Malt1
GO:0002286	Mdk
GO:0002286	Men1
GO:0002286	Mir301
GO:0002286	Mir326
GO:0002286	Mir873a
GO:0002286	Mtor
GO:0002286	Myb
GO:0002286	Nckap1l
GO:0002286	Nfkbid
GO:0002286	Nfkbiz
GO:0002286	Nlrp3
GO:0002286	Otud5
GO:0002286	Pck1
GO:0002286	Prkcz
GO:0002286	Psen1
GO:0002286	Psen2
GO:0002286	Ptger4
GO:0002286	Rab27a
GO:0002286	Rara
GO:0002286	Rc3h1
GO:0002286	Rc3h2
GO:0002286	Relb
GO:0002286	Ripk2
GO:0002286	Rora
GO:0002286	Rorc
GO:0002286	Rps6
GO:0002286	Sema4a
GO:0002286	Shb
GO:0002286	Slamf6
GO:0002286	Slc11a1
GO:0002286	Slfn2
GO:0002286	Smad7
GO:0002286	Socs5
GO:0002286	Spn
GO:0002286	Stat3
GO:0002286	Stat6
GO:0002286	Stx11
GO:0002286	Tbx21
GO:0002286	Tgfb1
GO:0002286	Tmem98
GO:0002286	Tnfsf18
GO:0002286	Tnfsf4
GO:0002286	Trp53
GO:0002286	Tsc1
GO:0002286	Zbtb7b
GO:0002286	Zc3h12a
GO:0002286	Zfp35
GO:0002287	Anxa1
GO:0002287	Atp7a
GO:0002287	Batf
GO:0002287	Bcl3
GO:0002287	Bcl6
GO:0002287	Ccl19
GO:0002287	Ccl20
GO:0002287	Ccr2
GO:0002287	Ccr6
GO:0002287	Ccr7
GO:0002287	Cracr2a
GO:0002287	Entpd7
GO:0002287	Eomes
GO:0002287	Foxp1
GO:0002287	Foxp3
GO:0002287	Gadd45g
GO:0002287	Gata3
GO:0002287	Gpr183
GO:0002287	H2-M3
GO:0002287	Hlx
GO:0002287	Hmgb1
GO:0002287	Ifng
GO:0002287	Il12b
GO:0002287	Il18
GO:0002287	Il18r1
GO:0002287	Il2
GO:0002287	Il21
GO:0002287	Il23a
GO:0002287	Il27
GO:0002287	Il4
GO:0002287	Il4ra
GO:0002287	Il6
GO:0002287	Il6ra
GO:0002287	Irf1
GO:0002287	Irf4
GO:0002287	Jak3
GO:0002287	Kmt2a
GO:0002287	Lef1
GO:0002287	Loxl3
GO:0002287	Ly9
GO:0002287	Malt1
GO:0002287	Men1
GO:0002287	Mir301
GO:0002287	Mir326
GO:0002287	Mir873a
GO:0002287	Mtor
GO:0002287	Myb
GO:0002287	Nfkbid
GO:0002287	Nfkbiz
GO:0002287	Nlrp3
GO:0002287	Otud5
GO:0002287	Prkcz
GO:0002287	Ptger4
GO:0002287	Rara
GO:0002287	Rc3h1
GO:0002287	Rc3h2
GO:0002287	Relb
GO:0002287	Ripk2
GO:0002287	Rora
GO:0002287	Rorc
GO:0002287	Sema4a
GO:0002287	Shb
GO:0002287	Slamf6
GO:0002287	Smad7
GO:0002287	Socs5
GO:0002287	Spn
GO:0002287	Stat3
GO:0002287	Stat6
GO:0002287	Tbx21
GO:0002287	Tgfb1
GO:0002287	Tmem98
GO:0002287	Tnfsf18
GO:0002287	Tnfsf4
GO:0002287	Zbtb7b
GO:0002287	Zc3h12a
GO:0002287	Zfp35
GO:0002291	Apbb1ip
GO:0002291	Cd81
GO:0002291	Fgl2
GO:0002291	H2-DMb1
GO:0002291	H2-DMb2
GO:0002291	Havcr2
GO:0002291	Icam1
GO:0002291	Itgal
GO:0002291	Lgals3
GO:0002292	Anxa1
GO:0002292	Atp7a
GO:0002292	Batf
GO:0002292	Bcl3
GO:0002292	Bcl6
GO:0002292	Ccl19
GO:0002292	Ccl20
GO:0002292	Ccr2
GO:0002292	Ccr6
GO:0002292	Ccr7
GO:0002292	Cd46
GO:0002292	Clec4d
